name	unique reads 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35	181003-190524_Brain_S35 (mult. map. adj.)	181003-190524_Brain_S35181003-190524_Brain_S35(lib)	181003-190524_Brain_S35181003-190524_Brain_S35(total)	coordinateString 181003-190524_Brain_S35 181003-190524_Brain_S35	181003-190524_Brain_S35 (lib)	181003-190524_Brain_S35 (total)
ENST00000361739.1-ENSG00000198712.1:protein_coding	9.0	299.0	149.5	349299.0654205608	11.39717121448104	MT:hsa;ENST00000361739.1-ENSG00000198712.1:protein_coding,7586,7645,+	174649.5327102804	5.69858560724052
ENST00000361739.1-ENSG00000198712.1:protein_coding	9.0	299.0	149.5	349299.0654205608	11.39717121448104	1:hsa;ENST00000361739.1-ENSG00000198712.1:protein_coding,632757,632816,+	174649.5327102804	5.69858560724052
ENST00000361453.3-ENSG00000198763.3:protein_coding	11.0	136.0	68.0	158878.5046728972	5.183997609262279	1:hsa;ENST00000361453.3-ENSG00000198763.3:protein_coding,629640,629699,+	79439.2523364486	2.5919988046311393
ENST00000361453.3-ENSG00000198763.3:protein_coding	11.0	136.0	68.0	158878.5046728972	5.183997609262279	MT:hsa;ENST00000361453.3-ENSG00000198763.3:protein_coding,4470,4529,+	79439.2523364486	2.5919988046311393
ENST00000361681.2-ENSG00000198695.2:protein_coding	6.0	127.0	127.0	148364.48598130842	4.840938943943452	MT:hsa;ENST00000361681.2-ENSG00000198695.2:protein_coding,14614,14673,-	148364.48598130842	4.840938943943452
ENST00000361567.2-ENSG00000198786.2:protein_coding	7.0	81.0	81.0	94626.16822429906	3.0875279878694455	MT:hsa;ENST00000361567.2-ENSG00000198786.2:protein_coding,12337,12396,+	94626.16822429906	3.0875279878694455
ENST00000361227.2-ENSG00000198840.2:protein_coding	4.0	56.0	56.0	65420.56074766355	2.134587250872703	MT:hsa;ENST00000361227.2-ENSG00000198840.2:protein_coding,10059,10118,+	65420.56074766355	2.134587250872703
ENST00000621030.1-ENSG00000276734.4:retained_intron	2.0	34.0	34.0	39719.6261682243	1.2959994023155696	2:hsa;ENST00000621030.1-ENSG00000276734.4:retained_intron,148978930,148978989,+	39719.6261682243	1.2959994023155696
ENST00000631575.1-ENSG00000273686.4:nonsense_mediated_decay	1.0	26.0	26.0	30373.831775700935	0.9910583664766122	15:hsa;ENST00000631575.1-ENSG00000273686.4:nonsense_mediated_decay,44715500,44715559,+	30373.831775700935	0.9910583664766122
ENST00000632037.1-ENSG00000275482.4:protein_coding	2.0	24.0	24.0	28037.383177570093	0.9148231075168727	7:hsa;ENST00000632037.1-ENSG00000275482.4:protein_coding,142855061,142855120,+	28037.383177570093	0.9148231075168727
ENST00000361390.2-ENSG00000198888.2:protein_coding	2.0	21.0	21.0	24532.71028037383	0.8004702190772637	MT:hsa;ENST00000361390.2-ENSG00000198888.2:protein_coding,3307,3366,+	24532.71028037383	0.8004702190772637
ENST00000449876.1-ENSG00000237724.5:protein_coding	2.0	19.0	19.0	22196.26168224299	0.7242349601175242	6:hsa;ENST00000449876.1-ENSG00000237724.5:protein_coding,31815543,31815602,+	22196.26168224299	0.7242349601175242
ENST00000361851.1-ENSG00000228253.1:protein_coding	1.0	18.0	18.0	21028.03738317757	0.6861173306376546	MT:hsa;ENST00000361851.1-ENSG00000228253.1:protein_coding,8366,8425,+	21028.03738317757	0.6861173306376546
ENST00000449096.6-ENSG00000234096.9:protein_coding	1.0	14.0	14.0	16355.140186915887	0.5336468127181757	6:hsa;ENST00000449096.6-ENSG00000234096.9:protein_coding,29657092,29657151,+	16355.140186915887	0.5336468127181757
ENST00000576814.2-ENSG00000263242.2:protein_coding	1.0	1.0	1.0	1168.2242990654206	0.0381176294798697	17:hsa;ENST00000576814.2-ENSG00000263242.2:protein_coding,41030045,41030104,-	1168.2242990654206	0.0381176294798697
