name	unique reads 32160080_EXO_S33 32160080_EXO_S33	32160080_EXO_S33	32160080_EXO_S33 (mult. map. adj.)	32160080_EXO_S3332160080_EXO_S33(lib)	32160080_EXO_S3332160080_EXO_S33(total)	coordinateString 32160080_EXO_S33 32160080_EXO_S33	32160080_EXO_S33 (lib)	32160080_EXO_S33 (total)
ENST00000633138.1-ENSG00000277015.4:protein_coding	1.0	26.0	26.0	838709.6774193548	3.3912652745522713	18:hsa;ENST00000633138.1-ENSG00000277015.4:protein_coding,78994798,78994857,+	838709.6774193548	3.3912652745522713
ENST00000618409.1-ENSG00000274042.2:protein_coding	1.0	1.0	0.14285714285714285	32258.06451612903	0.13043327979047198	15:hsa;ENST00000618409.1-ENSG00000274042.2:protein_coding,84516726,84516785,-	4608.294930875576	0.01863332568435314
ENST00000618409.1-ENSG00000274042.2:protein_coding	1.0	1.0	0.14285714285714285	32258.06451612903	0.13043327979047198	15:hsa;ENST00000618409.1-ENSG00000274042.2:protein_coding,82349316,82349375,-	4608.294930875576	0.01863332568435314
ENST00000618409.1-ENSG00000274042.2:protein_coding	1.0	1.0	0.14285714285714285	32258.06451612903	0.13043327979047198	15:hsa;ENST00000618409.1-ENSG00000274042.2:protein_coding,84350406,84350465,+	4608.294930875576	0.01863332568435314
ENST00000618409.1-ENSG00000274042.2:protein_coding	1.0	1.0	0.14285714285714285	32258.06451612903	0.13043327979047198	15:hsa;ENST00000618409.1-ENSG00000274042.2:protein_coding,82519654,82519713,+	4608.294930875576	0.01863332568435314
ENST00000613381.4-ENSG00000276021.4:protein_coding	1.0	1.0	1.0	32258.06451612903	0.13043327979047198	17:hsa;ENST00000613381.4-ENSG00000276021.4:protein_coding,1724540,1724599,+	32258.06451612903	0.13043327979047198
ENST00000630902.2-ENSG00000276016.4:nonsense_mediated_decay	1.0	1.0	0.5	32258.06451612903	0.13043327979047198	17:hsa;ENST00000630902.2-ENSG00000276016.4:nonsense_mediated_decay,1013087,1013146,-	16129.032258064515	0.06521663989523599
ENST00000443931.5-ENSG00000235915.8:protein_coding	1.0	1.0	0.5	32258.06451612903	0.13043327979047198	6:hsa;ENST00000443931.5-ENSG00000235915.8:protein_coding,31587009,31587068,+	16129.032258064515	0.06521663989523599
ENST00000618409.1-ENSG00000274042.2:protein_coding	1.0	1.0	0.14285714285714285	32258.06451612903	0.13043327979047198	15:hsa;ENST00000618409.1-ENSG00000274042.2:protein_coding,85240472,85240531,+	4608.294930875576	0.01863332568435314
ENST00000618409.1-ENSG00000274042.2:protein_coding	1.0	1.0	0.14285714285714285	32258.06451612903	0.13043327979047198	15:hsa;ENST00000618409.1-ENSG00000274042.2:protein_coding,82430080,82430139,+	4608.294930875576	0.01863332568435314
ENST00000628400.2-ENSG00000278741.4:nonsense_mediated_decay	1.0	1.0	0.5	32258.06451612903	0.13043327979047198	17:hsa;ENST00000628400.2-ENSG00000278741.4:nonsense_mediated_decay,1013087,1013146,-	16129.032258064515	0.06521663989523599
ENST00000452762.5-ENSG00000230791.8:protein_coding	1.0	1.0	0.5	32258.06451612903	0.13043327979047198	6:hsa;ENST00000452762.5-ENSG00000230791.8:protein_coding,31587009,31587068,+	16129.032258064515	0.06521663989523599
ENST00000468094.5-ENSG00000235692.8:protein_coding	1.0	1.0	1.0	32258.06451612903	0.13043327979047198	6:hsa;ENST00000468094.5-ENSG00000235692.8:protein_coding,33289775,33289834,+	32258.06451612903	0.13043327979047198
ENST00000618409.1-ENSG00000274042.2:protein_coding	1.0	1.0	0.14285714285714285	32258.06451612903	0.13043327979047198	15:hsa;ENST00000618409.1-ENSG00000274042.2:protein_coding,84437686,84437745,-	4608.294930875576	0.01863332568435314
