sample	batch	variable	value
180919-190527_Brain_S35	180919-190527	readsPerc	82.46798949747462
32160466_EXO_S13	180919-190527	readsPerc	46.50392428297145
32160120_EXO_S8	180919-190527	readsPerc	43.65989743642174
32160246_EXO_S10	180919-190527	readsPerc	46.38532752342746
32170365_EXO_S26	180919-190527	readsPerc	52.26537013362977
32170367_EXO_S27	180919-190527	readsPerc	48.82847239474495
32152451_EXO_S5	180919-190527	readsPerc	52.3371248144718
32161246_EXO_S18	180919-190527	readsPerc	39.477823654227436
32170368_EXO_S28	180919-190527	readsPerc	41.66631706552235
32170400_EXO_S30	180919-190527	readsPerc	46.888000163303225
32160472_EXO_S14	180919-190527	readsPerc	46.94927799117954
32160241_EXO_S9	180919-190527	readsPerc	46.957432120928374
32152359_EXO_S1	180919-190527	readsPerc	43.93595489364169
32161415_EXO_S22	180919-190527	readsPerc	48.69467865404764
32161252_EXO_S19	180919-190527	readsPerc	33.86238444963045
32170381_EXO_S29	180919-190527	readsPerc	49.8250760570903
32152366_EXO_S2	180919-190527	readsPerc	49.06372858605471
32150043_EXO_S34	180919-190527	readsPerc	53.501101034755436
32170453_EXO_S31	180919-190527	readsPerc	45.611836118558934
32170276_EXO_S24	180919-190527	readsPerc	49.05706130276625
32152381_EXO_S3	180919-190527	readsPerc	45.29011385864634
32161367_EXO_S21	180919-190527	readsPerc	43.89656670938697
32160457_EXO_S12	180919-190527	readsPerc	45.66413563429848
32152446_EXO_S4	180919-190527	readsPerc	47.71290937369257
32160782_EXO_S17	180919-190527	readsPerc	47.80207708754399
32160083_EXO_S7	180919-190527	readsPerc	44.45186543166701
32170613_EXO_S32	180919-190527	readsPerc	39.06024100437548
32160323_EXO_S11	180919-190527	readsPerc	51.05989131503058
32170644_EXO_S33	180919-190527	readsPerc	47.34498941764579
32160600_EXO_S15	180919-190527	readsPerc	47.29027984751075
32161358_EXO_S20	180919-190527	readsPerc	37.18405560900855
32160028_EXO_S6	180919-190527	readsPerc	48.814873429714154
32160766_EXO_S16	180919-190527	readsPerc	38.51891318146519
32170346_EXO_S25	180919-190527	readsPerc	45.91494995095763
32170068_EXO_S23	180919-190527	readsPerc	36.90888800833201
32160009_EXO_S30	181003-190524	readsPerc	70.20036344472926
32152260_EXO_S26	181003-190524	readsPerc	68.29883849344392
32152408_EXO_S29	181003-190524	readsPerc	82.51656248862317
32160078_EXO_S32	181003-190524	readsPerc	72.81520048763716
32150179_EXO_S2	181003-190524	readsPerc	72.36359344048302
32160080_EXO_S33	181003-190524	readsPerc	74.56263959953058
32150313_EXO_S5	181003-190524	readsPerc	73.07777700177537
32151181_EXO_S16	181003-190524	readsPerc	65.27119469078757
32151178_EXO_S15	181003-190524	readsPerc	64.01639696540221
32152087_EXO_S24	181003-190524	readsPerc	63.07337714974298
32151988_EXO_S22	181003-190524	readsPerc	65.55014128070917
32160019_EXO_S31	181003-190524	readsPerc	67.24847944071746
32152030_EXO_S23	181003-190524	readsPerc	78.93656876201186
32151021_EXO_S13	181003-190524	readsPerc	63.104757173979856
32150156_EXO_S1	181003-190524	readsPerc	62.42197950798659
32151970_EXO_S21	181003-190524	readsPerc	68.33698336320148
32151029_EXO_S14	181003-190524	readsPerc	65.60635743183872
32150829_EXO_S9	181003-190524	readsPerc	67.28856169188767
32150792_EXO_S8	181003-190524	readsPerc	76.1977733804952
181003-190524_Brain_S35	181003-190524	readsPerc	87.4362009368445
32151754_EXO_S20	181003-190524	readsPerc	65.68970959293787
32150309_EXO_S4	181003-190524	readsPerc	69.70362340751001
32160185_EXO_S34	181003-190524	readsPerc	69.29408158325695
32151018_EXO_S12	181003-190524	readsPerc	59.412060110670254
32151480_EXO_S17	181003-190524	readsPerc	71.57737538533874
32150697_EXO_S7	181003-190524	readsPerc	69.22406057192073
32152351_EXO_S28	181003-190524	readsPerc	72.66893458841093
32150318_EXO_S6	181003-190524	readsPerc	70.15346085230722
32152200_EXO_S25	181003-190524	readsPerc	67.00305444137746
32150274_EXO_S3	181003-190524	readsPerc	70.85352921736582
32151489_EXO_S18	181003-190524	readsPerc	63.10767742061285
32150882_EXO_S11	181003-190524	readsPerc	61.06005410696715
32151625_EXO_S19	181003-190524	readsPerc	71.80418908879504
32150835_EXO_S10	181003-190524	readsPerc	71.14145149611524
32152348_EXO_S27	181003-190524	readsPerc	64.81778696275202
32160965_EXO_S9	181004-190521	readsPerc	69.71066639283693
32160622_EXO_S5	181004-190521	readsPerc	60.315139822789895
32161245_EXO_S17	181004-190521	readsPerc	67.68474096814768
32170434_EXO_S28	181004-190521	readsPerc	57.171389218282336
32160340_EXO_S2	181004-190521	readsPerc	72.2794147579603
32161045_EXO_S12	181004-190521	readsPerc	60.46887128859105
32170383_EXO_S25	181004-190521	readsPerc	58.2763334744744
32170272_EXO_S24	181004-190521	readsPerc	62.243150963283455
32160628_EXO_S6	181004-190521	readsPerc	56.56228657558394
32161104_EXO_S15	181004-190521	readsPerc	67.12772990298289
32161237_EXO_S16	181004-190521	readsPerc	63.12538872979751
32170016_EXO_S20	181004-190521	readsPerc	75.18391247916493
181004-190521_Brain_S35	181004-190521	readsPerc	85.05464209833765
32161013_EXO_S11	181004-190521	readsPerc	67.20761659606893
32170385_EXO_S26	181004-190521	readsPerc	72.0669462736146
32150161_EXO_S32	181004-190521	readsPerc	64.81243864145985
32160612_EXO_S4	181004-190521	readsPerc	68.1014528100017
32161253_EXO_S18	181004-190521	readsPerc	69.75836638873409
32170268_EXO_S22	181004-190521	readsPerc	68.0490291019811
32170269_EXO_S23	181004-190521	readsPerc	61.45987656282867
32150116_EXO_S31	181004-190521	readsPerc	59.94643191950326
32161004_EXO_S10	181004-190521	readsPerc	67.35024596243197
32161392_EXO_S19	181004-190521	readsPerc	64.84894067348519
32160765_EXO_S8	181004-190521	readsPerc	64.65902814572743
32170450_EXO_S29	181004-190521	readsPerc	64.49106739042715
32160373_EXO_S3	181004-190521	readsPerc	68.90864303981633
32160284_EXO_S1	181004-190521	readsPerc	60.63623542280824
32170409_EXO_S27	181004-190521	readsPerc	62.993852518670494
32170083_EXO_S21	181004-190521	readsPerc	66.53926749214351
32161065_EXO_S14	181004-190521	readsPerc	71.88730828822843
32150978_EXO_S34	181004-190521	readsPerc	69.91611202750929
32161046_EXO_S13	181004-190521	readsPerc	70.74786444768809
32160670_EXO_S7	181004-190521	readsPerc	58.184144634656334
32170652_EXO_S30	181004-190521	readsPerc	66.79017421463529
32150704_EXO_S33	181004-190521	readsPerc	64.25913736007905
32170378_EXO_S26	181023-190319	readsPerc	66.20371251603669
32161454_EXO_S20	181023-190319	readsPerc	70.4560688789187
32160526_EXO_S15	181023-190319	readsPerc	60.616966993882635
32152086_EXO_S7	181023-190319	readsPerc	67.07781040707837
32151130_EXO_S2	181023-190319	readsPerc	71.62501383449991
32151185_EXO_S4	181023-190319	readsPerc	65.14717765709379
32170440_EXO_S27	181023-190319	readsPerc	69.74755993948091
32152175_EXO_S9	181023-190319	readsPerc	71.96507199005916
32152337_EXO_S10	181023-190319	readsPerc	64.88270569089569
32151033_EXO_S1	181023-190319	readsPerc	79.92840324965928
32170273_EXO_S23	181023-190319	readsPerc	68.5187578486064
181023-190319_Brain_S29	181023-190319	readsPerc	82.1876229043937
32152088_EXO_S8	181023-190319	readsPerc	77.50288939892745
32151825_EXO_S6	181023-190319	readsPerc	69.8011805541036
32151151_EXO_S3	181023-190319	readsPerc	76.1355497732275
32170329_EXO_S24	181023-190319	readsPerc	74.48376336291095
32170337_EXO_S25	181023-190319	readsPerc	64.79708641426765
32160079_EXO_S13	181023-190319	readsPerc	64.06399575038549
32152347_EXO_S11	181023-190319	readsPerc	69.55626945648685
32160791_EXO_S16	181023-190319	readsPerc	74.62012700446252
32161000_EXO_S17	181023-190319	readsPerc	68.6408324667496
32160288_EXO_S14	181023-190319	readsPerc	70.84275686550635
32170032_EXO_S21	181023-190319	readsPerc	69.52864972129437
32170447_EXO_S28	181023-190319	readsPerc	70.39730035198684
32160018_EXO_S12	181023-190319	readsPerc	57.85221877609492
32170073_EXO_S22	181023-190319	readsPerc	71.526649681093
32161249_EXO_S19	181023-190319	readsPerc	63.96502178197101
32151764_EXO_S5	181023-190319	readsPerc	68.97441699174307
32161037_EXO_S18	181023-190319	readsPerc	68.67636877284227
32151640_EXO_S32	180322-190603	shortReadsPerc	14.409624051413727
32151675_EXO_S28	180322-190603	shortReadsPerc	11.818768352851848
32151681_EXO_S21	180322-190603	shortReadsPerc	9.655723390788157
32151161_EXO_S19	180322-190603	shortReadsPerc	11.792228918308846
32151113_EXO_S24	180322-190603	shortReadsPerc	16.23158715696898
32140243_EXO_S2	180322-190603	shortReadsPerc	1.6850293037875304
32150300_EXO_S4	180322-190603	shortReadsPerc	3.76876666114914
32151662_EXO_S25	180322-190603	shortReadsPerc	17.422591131112586
32150296_EXO_S34	180322-190603	shortReadsPerc	6.396180794004447
32151649_EXO_S7	180322-190603	shortReadsPerc	8.230428453776053
32151808_EXO_S16	180322-190603	shortReadsPerc	11.699728609010503
32152166_EXO_S8	180322-190603	shortReadsPerc	4.597247002341598
180322-190603_Brain_S36	180322-190603	shortReadsPerc	1.0425471257427825
32150759_EXO_S26	180322-190603	shortReadsPerc	13.794886990246322
32151206_EXO_S12	180322-190603	shortReadsPerc	11.082431806354657
32151872_EXO_S27	180322-190603	shortReadsPerc	14.629776221970843
32152211_EXO_S35	180322-190603	shortReadsPerc	9.197210973085587
32151109_EXO_S17	180322-190603	shortReadsPerc	14.178720522671085
32152477_EXO_S29	180322-190603	shortReadsPerc	11.782116250395799
32151201_EXO_S23	180322-190603	shortReadsPerc	11.805189891389977
32141753_EXO_S10	180322-190603	shortReadsPerc	13.687044086652973
32150101_EXO_S3	180322-190603	shortReadsPerc	3.1383842827982904
32151828_EXO_S15	180322-190603	shortReadsPerc	8.145540354966096
32152118_EXO_S1	180322-190603	shortReadsPerc	4.6825726572799455
32151204_EXO_S9	180322-190603	shortReadsPerc	10.775683337587623
32151684_EXO_S13	180322-190603	shortReadsPerc	10.689263405716877
32150228_EXO_S18	180322-190603	shortReadsPerc	8.986953569294613
32152206_EXO_S33	180322-190603	shortReadsPerc	6.62789922179
32151642_EXO_S5	180322-190603	shortReadsPerc	6.736298151417396
32151157_EXO_S31	180322-190603	shortReadsPerc	10.309703593452614
32151086_EXO_S6	180322-190603	shortReadsPerc	7.634289143525182
32150688_EXO_S20	180322-190603	shortReadsPerc	10.600463733523242
32151947_EXO_S11	180322-190603	shortReadsPerc	13.564745650143447
32151680_EXO_S22	180322-190603	shortReadsPerc	8.081498710491061
32150301_EXO_S14	180322-190603	shortReadsPerc	7.614090023083353
32150744_EXO_S30	180322-190603	shortReadsPerc	11.002531820789175
32160475_EXO_S26	180626-180628-190531	shortReadsPerc	14.689167041165556
32161242_EXO_S7	180626-180628-190531	shortReadsPerc	15.152232406487002
32160187_EXO_S9	180626-180628-190531	shortReadsPerc	15.947159950427672
32160696_EXO_S3	180626-180628-190531	shortReadsPerc	15.33832107655459
32151244_EXO_S30	180626-180628-190531	shortReadsPerc	10.516151713204502
180626-180628-190531_Brain_S32	180626-180628-190531	shortReadsPerc	5.917165844861723
32161406_EXO_S4	180626-180628-190531	shortReadsPerc	15.180901792176591
32160790_EXO_S27	180626-180628-190531	shortReadsPerc	14.437312057483648
32152197_EXO_S12	180626-180628-190531	shortReadsPerc	17.60546741010839
32150184_EXO_S18	180626-180628-190531	shortReadsPerc	14.802017810398283
32161462_EXO_S13	180626-180628-190531	shortReadsPerc	16.36732294387924
32151184_EXO_S8	180626-180628-190531	shortReadsPerc	16.296436449676612
32151974_EXO_S24	180626-180628-190531	shortReadsPerc	4.920904706180824
32160074_EXO_S17	180626-180628-190531	shortReadsPerc	17.29196430470966
32151031_EXO_S19	180626-180628-190531	shortReadsPerc	15.03008484133456
32151484_EXO_S11	180626-180628-190531	shortReadsPerc	14.444070092490158
32151694_EXO_S10	180626-180628-190531	shortReadsPerc	12.400837627505341
32160668_EXO_S16	180626-180628-190531	shortReadsPerc	13.668723168296145
32152356_EXO_S21	180626-180628-190531	shortReadsPerc	14.296902527598995
32151971_EXO_S23	180626-180628-190531	shortReadsPerc	16.29684269218593
32160196_EXO_S22	180626-180628-190531	shortReadsPerc	10.345104608630903
32151750_EXO_S14	180626-180628-190531	shortReadsPerc	17.0567809023926
32150887_EXO_S28	180626-180628-190531	shortReadsPerc	8.955048259481805
32150225_EXO_S2	180626-180628-190531	shortReadsPerc	13.970313852320043
32152444_EXO_S25	180626-180628-190531	shortReadsPerc	17.546651343454286
32140237_EXO_S31	180626-180628-190531	shortReadsPerc	16.368510318898252
32150168_EXO_S6	180626-180628-190531	shortReadsPerc	15.278620949746031
32152194_EXO_S15	180626-180628-190531	shortReadsPerc	13.548274936266088
32151686_EXO_S20	180626-180628-190531	shortReadsPerc	9.018317720969003
32161248_EXO_S29	180626-180628-190531	shortReadsPerc	13.449869459111074
32161349_EXO_S5	180626-180628-190531	shortReadsPerc	16.07079194866647
32150855_EXO_S1	180626-180628-190531	shortReadsPerc	16.058621827289386
32152388_EXO_S22	180726-190530	shortReadsPerc	12.955395282118745
32170641_EXO_S35	180726-190530	shortReadsPerc	10.533581362789857
32160652_EXO_S28	180726-190530	shortReadsPerc	12.407651094693527
32152480_EXO_S3	180726-190530	shortReadsPerc	11.732816456023052
32170419_EXO_S34	180726-190530	shortReadsPerc	11.66223115486038
32160008_EXO_S24	180726-190530	shortReadsPerc	9.987009477965087
32151370_EXO_S14	180726-190530	shortReadsPerc	9.013805084666373
32150690_EXO_S2	180726-190530	shortReadsPerc	10.615179259087908
180726-190530_Brain_S36	180726-190530	shortReadsPerc	1.6951785249175668
32151510_EXO_S15	180726-190530	shortReadsPerc	12.258552216039435
32160118_EXO_S26	180726-190530	shortReadsPerc	8.017979109159528
32150162_EXO_S11	180726-190530	shortReadsPerc	12.440568719173358
32151633_EXO_S16	180726-190530	shortReadsPerc	9.541905772742167
32152263_EXO_S7	180726-190530	shortReadsPerc	12.684229074602177
32152081_EXO_S18	180726-190530	shortReadsPerc	12.349102351510705
32152276_EXO_S21	180726-190530	shortReadsPerc	9.702933750734477
32160740_EXO_S29	180726-190530	shortReadsPerc	10.047811499334905
32152259_EXO_S20	180726-190530	shortReadsPerc	11.249219945402688
32160002_EXO_S23	180726-190530	shortReadsPerc	8.6715358087983
32161448_EXO_S32	180726-190530	shortReadsPerc	11.879781203585125
32152082_EXO_S19	180726-190530	shortReadsPerc	9.5142161975994
32152019_EXO_S17	180726-190530	shortReadsPerc	11.798973312112059
32161241_EXO_S31	180726-190530	shortReadsPerc	11.023854258066555
32170071_EXO_S33	180726-190530	shortReadsPerc	6.888879309787423
32141754_EXO_S5	180726-190530	shortReadsPerc	13.628044829427779
32150091_EXO_S1	180726-190530	shortReadsPerc	13.272451602321325
32160964_EXO_S30	180726-190530	shortReadsPerc	11.293588825623225
32160619_EXO_S27	180726-190530	shortReadsPerc	8.35143656389374
32151247_EXO_S13	180726-190530	shortReadsPerc	11.836749659851474
32150880_EXO_S12	180726-190530	shortReadsPerc	11.519215047394875
32151523_EXO_S6	180726-190530	shortReadsPerc	11.463142338134277
32141765_EXO_S9	180726-190530	shortReadsPerc	14.173761833128376
32150158_EXO_S10	180726-190530	shortReadsPerc	8.186147929168218
32140235_EXO_S8	180726-190530	shortReadsPerc	11.188665375911853
32160071_EXO_S25	180726-190530	shortReadsPerc	11.925317747540275
32151648_EXO_S4	180726-190530	shortReadsPerc	15.84150954292033
32152253_EXO_S33	180913-190529	shortReadsPerc	14.180656083213407
180913-190529_Brain_S36	180913-190529	shortReadsPerc	3.5463981497809223
32151859_EXO_S28	180913-190529	shortReadsPerc	12.260745413504337
32150292_EXO_S9	180913-190529	shortReadsPerc	11.964267668315765
32152341_EXO_S35	180913-190529	shortReadsPerc	12.17713157377758
32151226_EXO_S21	180913-190529	shortReadsPerc	14.992506343562182
32150013_EXO_S3	180913-190529	shortReadsPerc	14.567990372395712
32150698_EXO_S12	180913-190529	shortReadsPerc	10.985714485969144
32151984_EXO_S30	180913-190529	shortReadsPerc	19.16852095220603
32152084_EXO_S31	180913-190529	shortReadsPerc	12.464184504877236
32150243_EXO_S8	180913-190529	shortReadsPerc	13.157452145502425
32151180_EXO_S20	180913-190529	shortReadsPerc	13.38578901998637
32141643_EXO_S1	180913-190529	shortReadsPerc	14.336491632100739
32141786_EXO_S2	180913-190529	shortReadsPerc	12.77767736525374
32150076_EXO_S4	180913-190529	shortReadsPerc	11.452151658148935
32150849_EXO_S15	180913-190529	shortReadsPerc	9.71916290084618
32151444_EXO_S22	180913-190529	shortReadsPerc	14.471198789625378
32150163_EXO_S7	180913-190529	shortReadsPerc	13.371284435602142
32151565_EXO_S23	180913-190529	shortReadsPerc	11.90910719634484
32151026_EXO_S17	180913-190529	shortReadsPerc	13.20764512568453
32150825_EXO_S13	180913-190529	shortReadsPerc	14.31039029746001
32152273_EXO_S34	180913-190529	shortReadsPerc	13.224471369453186
32151691_EXO_S25	180913-190529	shortReadsPerc	14.485909191362033
32150844_EXO_S14	180913-190529	shortReadsPerc	11.911645407748557
32150424_EXO_S10	180913-190529	shortReadsPerc	12.62011584939349
32152094_EXO_S32	180913-190529	shortReadsPerc	13.36775931157541
32151125_EXO_S18	180913-190529	shortReadsPerc	12.383279226847442
32150080_EXO_S5	180913-190529	shortReadsPerc	12.677430050867768
32151765_EXO_S27	180913-190529	shortReadsPerc	11.66347028875933
32151881_EXO_S29	180913-190529	shortReadsPerc	12.147525729059806
32150696_EXO_S11	180913-190529	shortReadsPerc	9.316258250506147
32151725_EXO_S26	180913-190529	shortReadsPerc	12.911766208454807
32150993_EXO_S16	180913-190529	shortReadsPerc	13.343443271869212
32150147_EXO_S6	180913-190529	shortReadsPerc	12.661662633325822
32151667_EXO_S24	180913-190529	shortReadsPerc	13.466980999294757
32151152_EXO_S19	180913-190529	shortReadsPerc	12.938422937685303
180919-190527_Brain_S35	180919-190527	shortReadsPerc	3.201265457036538
32160466_EXO_S13	180919-190527	shortReadsPerc	16.752954721097325
32160120_EXO_S8	180919-190527	shortReadsPerc	17.90711612861258
32160246_EXO_S10	180919-190527	shortReadsPerc	17.48625621695082
32170365_EXO_S26	180919-190527	shortReadsPerc	18.350771553380017
32170367_EXO_S27	180919-190527	shortReadsPerc	17.38085528109068
32152451_EXO_S5	180919-190527	shortReadsPerc	18.525070672247846
32161246_EXO_S18	180919-190527	shortReadsPerc	16.273820020715377
32170368_EXO_S28	180919-190527	shortReadsPerc	17.93788479657354
32170400_EXO_S30	180919-190527	shortReadsPerc	17.22734345962297
32160472_EXO_S14	180919-190527	shortReadsPerc	18.778075036054027
32160241_EXO_S9	180919-190527	shortReadsPerc	17.456332407015303
32152359_EXO_S1	180919-190527	shortReadsPerc	16.944627514042324
32161415_EXO_S22	180919-190527	shortReadsPerc	17.39684848501429
