name	unique reads 32160791_EXO_S16	32160791_EXO_S16	read count (mult. map. adj.)	32160791_EXO_S1632160791_EXO_S16(lib)	RPM (total)	coordinateString 32160791_EXO_S16	32160791_EXO_S16 (lib)	RPM_adj (total)
Homo_sapiens_chr1.trna126-CysGCA:tRNA	20.0	694.0	244.16666666666666	115091.21061359868	100.19669737825379	1:hsa;Homo_sapiens_chr1.trna126-CysGCA:tRNA,93516277,93516349,-	40491.98452183527	35.251719898929345
Homo_sapiens_chr1.trna127-CysGCA:tRNA	20.0	694.0	244.16666666666666	115091.21061359868	100.19669737825379	1:hsa;Homo_sapiens_chr1.trna127-CysGCA:tRNA,93516277,93516349,-	40491.98452183527	35.251719898929345
Homo_sapiens_chr15.trna3-CysGCA:tRNA	17.0	619.0	207.6666666666667	102653.39966832504	89.3685240304598	15:hsa;Homo_sapiens_chr15.trna3-CysGCA:tRNA,79744655,79744727,+	34438.91652846878	29.98200886966961
Homo_sapiens_chr12.trna5-AspGTC:tRNA	25.0	514.0	328.51750590086544	85240.46434494197	74.20908134354819	12:hsa;Homo_sapiens_chr12.trna5-AspGTC:tRNA,98503503,98503574,+	54480.51507477039	47.42992668906011
Homo_sapiens_chr2.trna9-LeuTAA:tRNA	4.0	498.0	498.0	82587.06467661692	71.89907102935214	2:hsa;Homo_sapiens_chr2.trna9-LeuTAA:tRNA,117023841,117023915,+	82587.06467661692	71.89907102935214
Homo_sapiens_chr1.trna32-MetCAT:tRNA	17.0	399.0	6.132634032634033	66169.15422885572	57.60588221026406	6:hsa;Homo_sapiens_chr1.trna32-MetCAT:tRNA,27592821,27592892,-	1017.0205692593753	0.8854029917858968
Homo_sapiens_chr17.trna20-MetCAT:tRNA	17.0	399.0	6.132634032634033	66169.15422885572	57.60588221026406	6:hsa;Homo_sapiens_chr17.trna20-MetCAT:tRNA,26313124,26313195,-	1017.0205692593753	0.8854029917858968
Homo_sapiens_chr1.trna32-MetCAT:tRNA	17.0	399.0	6.132634032634033	66169.15422885572	57.60588221026406	17:hsa;Homo_sapiens_chr1.trna32-MetCAT:tRNA,82494721,82494792,-	1017.0205692593753	0.8854029917858968
Homo_sapiens_chr6.trna2-MetCAT:tRNA	17.0	399.0	6.132634032634033	66169.15422885572	57.60588221026406	6:hsa;Homo_sapiens_chr6.trna2-MetCAT:tRNA,27902493,27902564,-	1017.0205692593753	0.8854029917858968
Homo_sapiens_chr17.trna20-MetCAT:tRNA	17.0	399.0	6.132634032634033	66169.15422885572	57.60588221026406	6:hsa;Homo_sapiens_chr17.trna20-MetCAT:tRNA,26330301,26330372,-	1017.0205692593753	0.8854029917858968
Homo_sapiens_chr6.trna171-MetCAT:tRNA	17.0	399.0	6.132634032634033	66169.15422885572	57.60588221026406	6:hsa;Homo_sapiens_chr6.trna171-MetCAT:tRNA,26330301,26330372,-	1017.0205692593753	0.8854029917858968
Homo_sapiens_chr6.trna171-MetCAT:tRNA	17.0	399.0	6.132634032634033	66169.15422885572	57.60588221026406	6:hsa;Homo_sapiens_chr6.trna171-MetCAT:tRNA,27902493,27902564,-	1017.0205692593753	0.8854029917858968
Homo_sapiens_chr17.trna20-MetCAT:tRNA	17.0	399.0	6.132634032634033	66169.15422885572	57.60588221026406	6:hsa;Homo_sapiens_chr17.trna20-MetCAT:tRNA,26286526,26286597,+	1017.0205692593753	0.8854029917858968
Homo_sapiens_chr6.trna142-MetCAT:tRNA	17.0	399.0	6.132634032634033	66169.15422885572	57.60588221026406	6:hsa;Homo_sapiens_chr6.trna142-MetCAT:tRNA,27592821,27592892,-	1017.0205692593753	0.8854029917858968
