name	unique reads 32152086_EXO_S7	32152086_EXO_S7	read count (mult. map. adj.)	32152086_EXO_S732152086_EXO_S7(lib)	RPM (total)	coordinateString 32152086_EXO_S7	32152086_EXO_S7 (lib)	RPM_adj (total)
Homo_sapiens_chr1.trna127-CysGCA:tRNA	20.0	1420.0	482.16666666666663	135989.27408542426	191.4353186568952	1:hsa;Homo_sapiens_chr1.trna127-CysGCA:tRNA,93516277,93516349,-	46175.70069590755	65.00262639370865
Homo_sapiens_chr1.trna126-CysGCA:tRNA	20.0	1420.0	482.16666666666663	135989.27408542426	191.4353186568952	1:hsa;Homo_sapiens_chr1.trna126-CysGCA:tRNA,93516277,93516349,-	46175.70069590755	65.00262639370865
Homo_sapiens_chr15.trna3-CysGCA:tRNA	19.0	1369.0	457.6666666666666	131105.15226968014	184.55982481780953	15:hsa;Homo_sapiens_chr15.trna3-CysGCA:tRNA,79744655,79744727,+	43829.406882461844	61.69969307885377
Homo_sapiens_chr6.trna148-SerTGA:tRNA	24.0	887.0	110.92857142857136	84945.41275617699	119.57966735821552	6:hsa;Homo_sapiens_chr6.trna148-SerTGA:tRNA,27505828,27505909,-	10623.30697458067	14.954680577170928
Homo_sapiens_chr12.trna5-AspGTC:tRNA	36.0	875.0	565.5364542355101	83796.20762306072	117.96190410196007	12:hsa;Homo_sapiens_chr12.trna5-AspGTC:tRNA,98503503,98503574,+	54159.78301431814	76.24200797793345
Homo_sapiens_chr6.trna44-SerAGA:tRNA	19.0	838.0	19.977351916376314	80252.82512928557	112.97380072850576	6:hsa;Homo_sapiens_chr6.trna44-SerAGA:tRNA,26327589,26327670,+	1913.1729473641367	2.693218823966504
Homo_sapiens_chr6.trna145-SerAGA:tRNA	19.0	838.0	19.977351916376307	80252.82512928557	112.97380072850576	6:hsa;Homo_sapiens_chr6.trna145-SerAGA:tRNA,27553413,27553494,-	1913.172947364136	2.693218823966503
Homo_sapiens_chr6.trna47-SerAGA:tRNA	19.0	838.0	19.977351916376307	80252.82512928557	112.97380072850576	8:hsa;Homo_sapiens_chr6.trna47-SerAGA:tRNA,95269657,95269738,-	1913.172947364136	2.693218823966503
Homo_sapiens_chr6.trna44-SerAGA:tRNA	19.0	838.0	19.977351916376314	80252.82512928557	112.97380072850576	6:hsa;Homo_sapiens_chr6.trna44-SerAGA:tRNA,27495814,27495895,+	1913.1729473641367	2.693218823966504
Homo_sapiens_chr6.trna44-SerAGA:tRNA	19.0	838.0	19.977351916376307	80252.82512928557	112.97380072850576	17:hsa;Homo_sapiens_chr6.trna44-SerAGA:tRNA,8226610,8226691,-	1913.172947364136	2.693218823966503
Homo_sapiens_chr6.trna5-SerAGA:tRNA	19.0	838.0	19.977351916376307	80252.82512928557	112.97380072850576	17:hsa;Homo_sapiens_chr6.trna5-SerAGA:tRNA,8226610,8226691,-	1913.172947364136	2.693218823966503
Homo_sapiens_chr8.trna11-SerAGA:tRNA	19.0	838.0	19.977351916376307	80252.82512928557	112.97380072850576	8:hsa;Homo_sapiens_chr8.trna11-SerAGA:tRNA,95269657,95269738,-	1913.172947364136	2.693218823966503
Homo_sapiens_chr17.trna35-SerAGA:tRNA	19.0	838.0	19.977351916376314	80252.82512928557	112.97380072850576	6:hsa;Homo_sapiens_chr17.trna35-SerAGA:tRNA,27495814,27495895,+	1913.1729473641367	2.693218823966504
Homo_sapiens_chr6.trna47-SerAGA:tRNA	19.0	838.0	19.977351916376314	80252.82512928557	112.97380072850576	6:hsa;Homo_sapiens_chr6.trna47-SerAGA:tRNA,26327589,26327670,+	1913.1729473641367	2.693218823966504
Homo_sapiens_chr8.trna11-SerAGA:tRNA	19.0	838.0	19.977351916376314	80252.82512928557	112.97380072850576	6:hsa;Homo_sapiens_chr8.trna11-SerAGA:tRNA,26327589,26327670,+	1913.1729473641367	2.693218823966504
Homo_sapiens_chr17.trna35-SerAGA:tRNA	19.0	838.0	19.977351916376307	80252.82512928557	112.97380072850576	8:hsa;Homo_sapiens_chr17.trna35-SerAGA:tRNA,95269657,95269738,-	1913.172947364136	2.693218823966503
Homo_sapiens_chr6.trna46-SerAGA:tRNA	19.0	838.0	19.977351916376314	80252.82512928557	112.97380072850576	6:hsa;Homo_sapiens_chr6.trna46-SerAGA:tRNA,27495814,27495895,+	1913.1729473641367	2.693218823966504
Homo_sapiens_chr17.trna35-SerAGA:tRNA	19.0	838.0	19.977351916376307	80252.82512928557	112.97380072850576	17:hsa;Homo_sapiens_chr17.trna35-SerAGA:tRNA,8226610,8226691,-	1913.172947364136	2.693218823966503
Homo_sapiens_chr8.trna11-SerAGA:tRNA	19.0	838.0	19.977351916376314	80252.82512928557	112.97380072850576	6:hsa;Homo_sapiens_chr8.trna11-SerAGA:tRNA,27478812,27478893,+	1913.1729473641367	2.693218823966504
Homo_sapiens_chr6.trna46-SerAGA:tRNA	19.0	838.0	19.977351916376307	80252.82512928557	112.97380072850576	8:hsa;Homo_sapiens_chr6.trna46-SerAGA:tRNA,95269657,95269738,-	1913.172947364136	2.693218823966503
Homo_sapiens_chr6.trna5-SerAGA:tRNA	19.0	838.0	19.977351916376314	80252.82512928557	112.97380072850576	6:hsa;Homo_sapiens_chr6.trna5-SerAGA:tRNA,26327589,26327670,+	1913.1729473641367	2.693218823966504
Homo_sapiens_chr6.trna5-SerAGA:tRNA	19.0	838.0	19.977351916376314	80252.82512928557	112.97380072850576	6:hsa;Homo_sapiens_chr6.trna5-SerAGA:tRNA,27478812,27478893,+	1913.1729473641367	2.693218823966504
