name	unique reads 32151130_EXO_S2	32151130_EXO_S2	read count (mult. map. adj.)	32151130_EXO_S232151130_EXO_S2(lib)	RPM (total)	coordinateString 32151130_EXO_S2	32151130_EXO_S2 (lib)	RPM_adj (total)
Homo_sapiens_chr6.trna119-AlaCGC:tRNA	16.0	846.0	84.6	94864.31935411527	105.9055620324304	6:hsa;Homo_sapiens_chr6.trna119-AlaCGC:tRNA,28673836,28673907,-	9486.431935411527	10.590556203243038
Homo_sapiens_chr6.trna66-AlaTGC:tRNA	16.0	846.0	84.6	94864.31935411527	105.9055620324304	6:hsa;Homo_sapiens_chr6.trna66-AlaTGC:tRNA,28643445,28643516,+	9486.431935411527	10.590556203243038
Homo_sapiens_chr6.trna10-AlaCGC:tRNA	16.0	846.0	84.6	94864.31935411527	105.9055620324304	6:hsa;Homo_sapiens_chr6.trna10-AlaCGC:tRNA,26553503,26553574,+	9486.431935411527	10.590556203243038
Homo_sapiens_chr12.trna13-AlaTGC:tRNA	16.0	846.0	84.6	94864.31935411527	105.9055620324304	5:hsa;Homo_sapiens_chr12.trna13-AlaTGC:tRNA,181206868,181206939,+	9486.431935411527	10.590556203243038
Homo_sapiens_chr5.trna8-AlaTGC:tRNA	16.0	846.0	84.6	94864.31935411527	105.9055620324304	12:hsa;Homo_sapiens_chr5.trna8-AlaTGC:tRNA,124921755,124921826,-	9486.431935411527	10.590556203243038
Homo_sapiens_chr12.trna8-AlaTGC:tRNA	16.0	846.0	84.6	94864.31935411527	105.9055620324304	12:hsa;Homo_sapiens_chr12.trna8-AlaTGC:tRNA,124939966,124940037,+	9486.431935411527	10.590556203243038
Homo_sapiens_chr12.trna13-AlaTGC:tRNA	16.0	846.0	84.6	94864.31935411527	105.9055620324304	12:hsa;Homo_sapiens_chr12.trna13-AlaTGC:tRNA,124921755,124921826,-	9486.431935411527	10.590556203243038
Homo_sapiens_chr5.trna8-AlaTGC:tRNA	16.0	846.0	84.6	94864.31935411527	105.9055620324304	5:hsa;Homo_sapiens_chr5.trna8-AlaTGC:tRNA,181206868,181206939,+	9486.431935411527	10.590556203243038
Homo_sapiens_chr6.trna120-AlaAGC:tRNA	16.0	846.0	84.6	94864.31935411527	105.9055620324304	6:hsa;Homo_sapiens_chr6.trna120-AlaAGC:tRNA,28658237,28658308,-	9486.431935411527	10.590556203243038
Homo_sapiens_chr2.trna13-AlaCGC:tRNA	16.0	846.0	84.6	94864.31935411527	105.9055620324304	2:hsa;Homo_sapiens_chr2.trna13-AlaCGC:tRNA,156400769,156400840,+	9486.431935411527	10.590556203243038
Homo_sapiens_chr6.trna142-MetCAT:tRNA	16.0	694.0	10.626107226107225	77820.13904462884	86.87761235284479	17:hsa;Homo_sapiens_chr6.trna142-MetCAT:tRNA,82494721,82494792,-	1191.5347865112383	1.3302173262384818
Homo_sapiens_chr17.trna20-MetCAT:tRNA	16.0	694.0	10.626107226107225	77820.13904462884	86.87761235284479	6:hsa;Homo_sapiens_chr17.trna20-MetCAT:tRNA,26330301,26330372,-	1191.5347865112383	1.3302173262384818
Homo_sapiens_chr6.trna150-MetCAT:tRNA	16.0	694.0	10.626107226107225	77820.13904462884	86.87761235284479	6:hsa;Homo_sapiens_chr6.trna150-MetCAT:tRNA,26286526,26286597,+	1191.5347865112383	1.3302173262384818
Homo_sapiens_chr6.trna2-MetCAT:tRNA	16.0	694.0	10.626107226107225	77820.13904462884	86.87761235284479	1:hsa;Homo_sapiens_chr6.trna2-MetCAT:tRNA,153671250,153671321,+	1191.5347865112383	1.3302173262384818
Homo_sapiens_chr6.trna169-MetCAT:tRNA	16.0	694.0	10.626107226107225	77820.13904462884	86.87761235284479	17:hsa;Homo_sapiens_chr6.trna169-MetCAT:tRNA,82494721,82494792,-	1191.5347865112383	1.3302173262384818
