name	unique reads 32160079_EXO_S13	32160079_EXO_S13	read count (mult. map. adj.)	32160079_EXO_S1332160079_EXO_S13(lib)	RPM (total)	coordinateString 32160079_EXO_S13	32160079_EXO_S13 (lib)	RPM_adj (total)
Homo_sapiens_chr15.trna2-LysCTT:tRNA	42.0	767.0	120.73447580645168	96709.11612659185	117.12859926106667	15:hsa;Homo_sapiens_chr15.trna2-LysCTT:tRNA,78860562,78860634,+	15223.108789112555	18.43736640642611
Homo_sapiens_chr15.trna2-LysCTT:tRNA	42.0	767.0	120.73447580645161	96709.11612659185	117.12859926106667	14:hsa;Homo_sapiens_chr15.trna2-LysCTT:tRNA,58239895,58239967,-	15223.108789112546	18.4373664064261
Homo_sapiens_chr14.trna13-LysCTT:tRNA	42.0	767.0	120.73447580645161	96709.11612659185	117.12859926106667	14:hsa;Homo_sapiens_chr14.trna13-LysCTT:tRNA,58239895,58239967,-	15223.108789112546	18.4373664064261
Homo_sapiens_chr14.trna13-LysCTT:tRNA	42.0	767.0	120.73447580645168	96709.11612659185	117.12859926106667	15:hsa;Homo_sapiens_chr14.trna13-LysCTT:tRNA,78860562,78860634,+	15223.108789112555	18.43736640642611
Homo_sapiens_chr12.trna5-AspGTC:tRNA	30.0	759.0	560.6275489804078	95700.4160887656	115.90691895586649	12:hsa;Homo_sapiens_chr12.trna5-AspGTC:tRNA,98503503,98503574,+	70688.12873287199	85.61345439275125
Homo_sapiens_chr15.trna3-CysGCA:tRNA	12.0	752.0	276.0	94817.80355566763	114.83794868881634	15:hsa;Homo_sapiens_chr15.trna3-CysGCA:tRNA,79744655,79744727,+	34800.151305005675	42.147970529405995
Homo_sapiens_chr1.trna126-CysGCA:tRNA	13.0	752.0	257.0	94817.80355566763	114.83794868881634	1:hsa;Homo_sapiens_chr1.trna126-CysGCA:tRNA,93516277,93516349,-	32404.488715168325	39.246479804555584
Homo_sapiens_chr1.trna127-CysGCA:tRNA	13.0	752.0	257.0	94817.80355566763	114.83794868881634	1:hsa;Homo_sapiens_chr1.trna127-CysGCA:tRNA,93516277,93516349,-	32404.488715168325	39.246479804555584
Homo_sapiens_chr16.trna10-LysCTT:tRNA	40.0	733.0	113.93447580645167	92422.14096583027	111.93645796396592	16:hsa;Homo_sapiens_chr16.trna10-LysCTT:tRNA,3191501,3191573,+	14365.71375696024	17.39893814700596
Homo_sapiens_chr18.trna4-LysCTT:tRNA	40.0	706.0	118.8	89017.77833816668	107.81328693391534	18:hsa;Homo_sapiens_chr18.trna4-LysCTT:tRNA,46089305,46089377,-	14979.195561719833	18.14195253222258
Homo_sapiens_chr17.trna16-GlnTTG:tRNA	22.0	581.0	40.601381746118584	73256.8402471315	88.72453216516261	17:hsa;Homo_sapiens_chr17.trna16-GlnTTG:tRNA,49192528,49192599,+	5119.326912888486	6.200238555393365
Homo_sapiens_chr6.trna174-GlnTTG:tRNA	21.0	580.0	40.26804841278526	73130.75274240322	88.5718221270126	6:hsa;Homo_sapiens_chr6.trna174-GlnTTG:tRNA,27795861,27795932,-	5077.297744645727	6.149335209343359
Homo_sapiens_chr6.trna130-GlnTTG:tRNA	21.0	580.0	40.26804841278526	73130.75274240322	88.5718221270126	6:hsa;Homo_sapiens_chr6.trna130-GlnTTG:tRNA,26311196,26311267,-	5077.297744645727	6.149335209343359
Homo_sapiens_chr6.trna130-GlnTTG:tRNA	21.0	580.0	40.26804841278526	73130.75274240322	88.5718221270126	6:hsa;Homo_sapiens_chr6.trna130-GlnTTG:tRNA,27795861,27795932,-	5077.297744645727	6.149335209343359
Homo_sapiens_chr6.trna173-GlnTTG:tRNA	21.0	580.0	40.26804841278526	73130.75274240322	88.5718221270126	6:hsa;Homo_sapiens_chr6.trna173-GlnTTG:tRNA,26311196,26311267,-	5077.297744645727	6.149335209343359
Homo_sapiens_chr6.trna173-GlnTTG:tRNA	21.0	580.0	40.26804841278526	73130.75274240322	88.5718221270126	6:hsa;Homo_sapiens_chr6.trna173-GlnTTG:tRNA,27795861,27795932,-	5077.297744645727	6.149335209343359
Homo_sapiens_chr6.trna130-GlnTTG:tRNA	21.0	580.0	40.26804841278526	73130.75274240322	88.5718221270126	6:hsa;Homo_sapiens_chr6.trna130-GlnTTG:tRNA,26311747,26311818,-	5077.297744645727	6.149335209343359
Homo_sapiens_chr6.trna174-GlnTTG:tRNA	21.0	580.0	40.26804841278526	73130.75274240322	88.5718221270126	6:hsa;Homo_sapiens_chr6.trna174-GlnTTG:tRNA,26311747,26311818,-	5077.297744645727	6.149335209343359
Homo_sapiens_chr6.trna174-GlnTTG:tRNA	21.0	580.0	40.26804841278526	73130.75274240322	88.5718221270126	6:hsa;Homo_sapiens_chr6.trna174-GlnTTG:tRNA,26311196,26311267,-	5077.297744645727	6.149335209343359
Homo_sapiens_chr6.trna173-GlnTTG:tRNA	21.0	580.0	40.26804841278526	73130.75274240322	88.5718221270126	6:hsa;Homo_sapiens_chr6.trna173-GlnTTG:tRNA,26311747,26311818,-	5077.297744645727	6.149335209343359
Homo_sapiens_chr6.trna64-GlnTTG:tRNA	17.0	531.0	73.69973009446693	66952.46501071744	81.08903025766153	6:hsa;Homo_sapiens_chr6.trna64-GlnTTG:tRNA,28589379,28589450,+	9292.615066759163	11.254688594372348
Homo_sapiens_chr15.trna7-GlnCTG:tRNA	20.0	479.0	15.786566931303774	60395.9147648468	73.1481082738604	17:hsa;Homo_sapiens_chr15.trna7-GlnCTG:tRNA,8119752,8119823,+	1990.4888325940958	2.4107672383372707
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	20.0	479.0	15.78656693130377	60395.9147648468	73.1481082738604	15:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,65869062,65869133,-	1990.4888325940954	2.4107672383372702
Homo_sapiens_chr6.trna1-GlnCTG:tRNA	20.0	479.0	15.786566931303774	60395.9147648468	73.1481082738604	6:hsa;Homo_sapiens_chr6.trna1-GlnCTG:tRNA,18836171,18836242,+	1990.4888325940958	2.4107672383372707
