name	unique reads 32151825_EXO_S6	32151825_EXO_S6	read count (mult. map. adj.)	32151825_EXO_S632151825_EXO_S6(lib)	RPM (total)	coordinateString 32151825_EXO_S6	32151825_EXO_S6 (lib)	RPM_adj (total)
Homo_sapiens_chr6.trna171-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr6.trna171-MetCAT:tRNA,27902493,27902564,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr17.trna20-MetCAT:tRNA	24.0	923.0	14.091608391608395	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr17.trna20-MetCAT:tRNA,26286526,26286597,+	1494.4965947193123	1.8713321649278005
Homo_sapiens_chr6.trna150-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	17:hsa;Homo_sapiens_chr6.trna150-MetCAT:tRNA,82494721,82494792,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr6.trna171-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr6.trna171-MetCAT:tRNA,27332985,27333056,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr6.trna169-MetCAT:tRNA	24.0	923.0	14.091608391608395	97889.4898716725	122.57221037003394	1:hsa;Homo_sapiens_chr6.trna169-MetCAT:tRNA,153671250,153671321,+	1494.4965947193123	1.8713321649278005
Homo_sapiens_chr6.trna169-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr6.trna169-MetCAT:tRNA,26313124,26313195,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr6.trna2-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr6.trna2-MetCAT:tRNA,27332985,27333056,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr1.trna32-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	17:hsa;Homo_sapiens_chr1.trna32-MetCAT:tRNA,82494721,82494792,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr6.trna171-MetCAT:tRNA	24.0	923.0	14.091608391608395	97889.4898716725	122.57221037003394	1:hsa;Homo_sapiens_chr6.trna171-MetCAT:tRNA,153671250,153671321,+	1494.4965947193123	1.8713321649278005
Homo_sapiens_chr1.trna32-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr1.trna32-MetCAT:tRNA,27592821,27592892,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr6.trna169-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr6.trna169-MetCAT:tRNA,26330301,26330372,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr17.trna20-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr17.trna20-MetCAT:tRNA,27592821,27592892,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr1.trna32-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr1.trna32-MetCAT:tRNA,27332985,27333056,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr6.trna129-MetCAT:tRNA	24.0	923.0	14.091608391608393	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr6.trna129-MetCAT:tRNA,27592821,27592892,-	1494.496594719312	1.8713321649278003
Homo_sapiens_chr6.trna169-MetCAT:tRNA	24.0	923.0	14.091608391608395	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr6.trna169-MetCAT:tRNA,26286526,26286597,+	1494.4965947193123	1.8713321649278005
Homo_sapiens_chr6.trna142-MetCAT:tRNA	24.0	923.0	14.091608391608395	97889.4898716725	122.57221037003394	6:hsa;Homo_sapiens_chr6.trna142-MetCAT:tRNA,26286526,26286597,+	1494.4965947193123	1.8713321649278005
