name	unique reads 32161000_EXO_S17	32161000_EXO_S17	read count (mult. map. adj.)	32161000_EXO_S1732161000_EXO_S17(lib)	RPM (total)	coordinateString 32161000_EXO_S17	32161000_EXO_S17 (lib)	RPM_adj (total)
Homo_sapiens_chr12.trna8-AlaTGC:tRNA	49.0	2038.0	333.64999999999986	123008.20859488171	267.11393615190525	12:hsa;Homo_sapiens_chr12.trna8-AlaTGC:tRNA,124939966,124940037,+	20138.218252052142	43.73040470906926
Homo_sapiens_chr6.trna66-AlaTGC:tRNA	40.0	1915.0	198.04999999999987	115584.25881216805	250.99273195824267	6:hsa;Homo_sapiens_chr6.trna66-AlaTGC:tRNA,28643445,28643516,+	11953.766296475125	25.957760085811973
Homo_sapiens_chr6.trna10-AlaCGC:tRNA	40.0	1915.0	198.04999999999987	115584.25881216805	250.99273195824267	6:hsa;Homo_sapiens_chr6.trna10-AlaCGC:tRNA,26553503,26553574,+	11953.766296475125	25.957760085811973
Homo_sapiens_chr6.trna120-AlaAGC:tRNA	40.0	1915.0	198.04999999999995	115584.25881216805	250.99273195824267	6:hsa;Homo_sapiens_chr6.trna120-AlaAGC:tRNA,28658237,28658308,-	11953.76629647513	25.957760085811984
Homo_sapiens_chr2.trna13-AlaCGC:tRNA	40.0	1910.0	206.54999999999987	115282.47223563497	250.33739845443526	2:hsa;Homo_sapiens_chr2.trna13-AlaCGC:tRNA,156400769,156400840,+	12466.803476581354	27.07182704228459
Homo_sapiens_chr6.trna119-AlaCGC:tRNA	37.0	1871.0	187.04999999999993	112928.53693867697	245.22579712473737	6:hsa;Homo_sapiens_chr6.trna119-AlaCGC:tRNA,28673836,28673907,-	11289.835828102361	24.51602637743565
Homo_sapiens_chr12.trna13-AlaTGC:tRNA	37.0	1871.0	187.04999999999993	112928.53693867697	245.22579712473737	12:hsa;Homo_sapiens_chr12.trna13-AlaTGC:tRNA,124921755,124921826,-	11289.835828102361	24.51602637743565
Homo_sapiens_chr12.trna13-AlaTGC:tRNA	37.0	1871.0	187.04999999999987	112928.53693867697	245.22579712473737	5:hsa;Homo_sapiens_chr12.trna13-AlaTGC:tRNA,181206868,181206939,+	11289.83582810236	24.516026377435644
Homo_sapiens_chr5.trna8-AlaTGC:tRNA	37.0	1871.0	187.04999999999993	112928.53693867697	245.22579712473737	12:hsa;Homo_sapiens_chr5.trna8-AlaTGC:tRNA,124921755,124921826,-	11289.835828102361	24.51602637743565
Homo_sapiens_chr5.trna8-AlaTGC:tRNA	37.0	1871.0	187.04999999999987	112928.53693867697	245.22579712473737	5:hsa;Homo_sapiens_chr5.trna8-AlaTGC:tRNA,181206868,181206939,+	11289.83582810236	24.516026377435644
Homo_sapiens_chr14.trna13-LysCTT:tRNA	64.0	1558.0	229.68658794162806	94036.69724770643	204.20191978639272	14:hsa;Homo_sapiens_chr14.trna13-LysCTT:tRNA,58239895,58239967,-	13863.265810093437	30.104263290671742
Homo_sapiens_chr14.trna13-LysCTT:tRNA	64.0	1558.0	229.68658794162818	94036.69724770643	204.20191978639272	15:hsa;Homo_sapiens_chr14.trna13-LysCTT:tRNA,78860562,78860634,+	13863.265810093444	30.104263290671756
Homo_sapiens_chr15.trna2-LysCTT:tRNA	64.0	1558.0	229.68658794162806	94036.69724770643	204.20191978639272	14:hsa;Homo_sapiens_chr15.trna2-LysCTT:tRNA,58239895,58239967,-	13863.265810093437	30.104263290671742
Homo_sapiens_chr15.trna2-LysCTT:tRNA	64.0	1558.0	229.68658794162818	94036.69724770643	204.20191978639272	15:hsa;Homo_sapiens_chr15.trna2-LysCTT:tRNA,78860562,78860634,+	13863.265810093444	30.104263290671756
Homo_sapiens_chr16.trna10-LysCTT:tRNA	61.0	1497.0	219.51992127496152	90354.9010140029	196.2068510399422	16:hsa;Homo_sapiens_chr16.trna10-LysCTT:tRNA,3191501,3191573,+	13249.63310447619	28.77175183293
Homo_sapiens_chr1.trna70-GlyTCC:tRNA	32.0	1412.0	37.99431009957325	85224.52921294062	185.066181475216	1:hsa;Homo_sapiens_chr1.trna70-GlyTCC:tRNA,161469757,161469828,-	2293.2345545372555	4.979788872459812
Homo_sapiens_chr1.trna79-GlyTCC:tRNA	32.0	1412.0	37.994310099573255	85224.52921294062	185.066181475216	1:hsa;Homo_sapiens_chr1.trna79-GlyTCC:tRNA,146037061,146037132,+	2293.234554537256	4.979788872459813
Homo_sapiens_chr1.trna79-GlyTCC:tRNA	32.0	1412.0	37.99431009957325	85224.52921294062	185.066181475216	1:hsa;Homo_sapiens_chr1.trna79-GlyTCC:tRNA,161447585,161447656,-	2293.2345545372555	4.979788872459812
Homo_sapiens_chr1.trna117-GlyTCC:tRNA	32.0	1412.0	37.99431009957325	85224.52921294062	185.066181475216	1:hsa;Homo_sapiens_chr1.trna117-GlyTCC:tRNA,161454966,161455037,-	2293.2345545372555	4.979788872459812
Homo_sapiens_chr1.trna79-GlyTCC:tRNA	32.0	1412.0	37.99431009957325	85224.52921294062	185.066181475216	1:hsa;Homo_sapiens_chr1.trna79-GlyTCC:tRNA,161469757,161469828,-	2293.2345545372555	4.979788872459812
Homo_sapiens_chr1.trna117-GlyTCC:tRNA	32.0	1412.0	37.994310099573255	85224.52921294062	185.066181475216	1:hsa;Homo_sapiens_chr1.trna117-GlyTCC:tRNA,146037061,146037132,+	2293.234554537256	4.979788872459813
