name	unique reads 32151151_EXO_S3	32151151_EXO_S3	read count (mult. map. adj.)	32151151_EXO_S332151151_EXO_S3(lib)	RPM (total)	coordinateString 32151151_EXO_S3	32151151_EXO_S3 (lib)	RPM_adj (total)
Homo_sapiens_chr13.trna7-AsnGTT:tRNA	20.0	823.0	15.528301886792448	105256.42665302468	85.81415843942105	10:hsa;Homo_sapiens_chr13.trna7-AsnGTT:tRNA,22229509,22229582,-	1985.9703142080125	1.6191350648947362
Homo_sapiens_chr10.trna4-AsnGTT:tRNA	20.0	823.0	15.528301886792448	105256.42665302468	85.81415843942105	10:hsa;Homo_sapiens_chr10.trna4-AsnGTT:tRNA,22229509,22229582,-	1985.9703142080125	1.6191350648947362
Homo_sapiens_chr19.trna1-AsnGTT:tRNA	20.0	823.0	15.528301886792448	105256.42665302468	85.81415843942105	1:hsa;Homo_sapiens_chr19.trna1-AsnGTT:tRNA,144567515,144567588,-	1985.9703142080125	1.6191350648947362
Homo_sapiens_chr19.trna1-AsnGTT:tRNA	20.0	823.0	15.528301886792445	105256.42665302468	85.81415843942105	1:hsa;Homo_sapiens_chr19.trna1-AsnGTT:tRNA,148529257,148529330,+	1985.970314208012	1.619135064894736
Homo_sapiens_chr1.trna26-AsnGTT:tRNA	20.0	823.0	15.528301886792448	105256.42665302468	85.81415843942105	1:hsa;Homo_sapiens_chr1.trna26-AsnGTT:tRNA,144567515,144567588,-	1985.9703142080125	1.6191350648947362
Homo_sapiens_chr13.trna7-AsnGTT:tRNA	20.0	823.0	15.528301886792445	105256.42665302468	85.81415843942105	1:hsa;Homo_sapiens_chr13.trna7-AsnGTT:tRNA,145287766,145287839,+	1985.970314208012	1.619135064894736
Homo_sapiens_chr13.trna7-AsnGTT:tRNA	20.0	823.0	15.528301886792448	105256.42665302468	85.81415843942105	13:hsa;Homo_sapiens_chr13.trna7-AsnGTT:tRNA,30673964,30674037,-	1985.9703142080125	1.6191350648947362
Homo_sapiens_chr10.trna4-AsnGTT:tRNA	20.0	823.0	15.528301886792448	105256.42665302468	85.81415843942105	13:hsa;Homo_sapiens_chr10.trna4-AsnGTT:tRNA,30673964,30674037,-	1985.9703142080125	1.6191350648947362
Homo_sapiens_chr19.trna1-AsnGTT:tRNA	20.0	823.0	15.528301886792448	105256.42665302468	85.81415843942105	17:hsa;Homo_sapiens_chr19.trna1-AsnGTT:tRNA,38751781,38751854,-	1985.9703142080125	1.6191350648947362
Homo_sapiens_chr1.trna103-AsnGTT:tRNA	20.0	823.0	15.528301886792448	105256.42665302468	85.81415843942105	1:hsa;Homo_sapiens_chr1.trna103-AsnGTT:tRNA,143735920,143735993,-	1985.9703142080125	1.6191350648947362
Homo_sapiens_chr17.trna31-AsnGTT:tRNA	20.0	823.0	15.528301886792445	105256.42665302468	85.81415843942105	1:hsa;Homo_sapiens_chr17.trna31-AsnGTT:tRNA,148529257,148529330,+	1985.970314208012	1.619135064894736
Homo_sapiens_chr1.trna83-AsnGTT:tRNA	20.0	823.0	15.528301886792448	105256.42665302468	85.81415843942105	1:hsa;Homo_sapiens_chr1.trna83-AsnGTT:tRNA,161428077,161428150,-	1985.9703142080125	1.6191350648947362
Homo_sapiens_chr1.trna26-AsnGTT:tRNA	20.0	823.0	15.528301886792445	105256.42665302468	85.81415843942105	1:hsa;Homo_sapiens_chr1.trna26-AsnGTT:tRNA,148529257,148529330,+	1985.970314208012	1.619135064894736
