name	unique reads 32170329_EXO_S24	32170329_EXO_S24	read count (mult. map. adj.)	32170329_EXO_S2432170329_EXO_S24(lib)	RPM (total)	coordinateString 32170329_EXO_S24	32170329_EXO_S24 (lib)	RPM_adj (total)
Homo_sapiens_chr2.trna13-AlaCGC:tRNA	104.0	10078.0	1049.0500000000013	196131.09139031605	825.2811508012549	2:hsa;Homo_sapiens_chr2.trna13-AlaCGC:tRNA,156400769,156400840,+	20415.888214230137	85.90605191983106
Homo_sapiens_chr12.trna8-AlaTGC:tRNA	103.0	10071.0	1043.8500000000013	195994.86221391874	824.7079251557291	12:hsa;Homo_sapiens_chr12.trna8-AlaTGC:tRNA,124939966,124940037,+	20314.68939747784	85.48022715458333
Homo_sapiens_chr6.trna120-AlaAGC:tRNA	102.0	10048.0	1046.0499999999995	195547.25206289897	822.8244694632872	6:hsa;Homo_sapiens_chr6.trna120-AlaAGC:tRNA,28658237,28658308,-	20357.504281488393	85.66038378603415
Homo_sapiens_chr6.trna119-AlaCGC:tRNA	101.0	10013.0	1002.2500000000003	194866.10618091235	819.9583412356583	6:hsa;Homo_sapiens_chr6.trna119-AlaCGC:tRNA,28673836,28673907,-	19505.09886345945	82.0736290326015
Homo_sapiens_chr12.trna13-AlaTGC:tRNA	101.0	10013.0	1002.2500000000003	194866.10618091235	819.9583412356583	12:hsa;Homo_sapiens_chr12.trna13-AlaTGC:tRNA,124921755,124921826,-	19505.09886345945	82.0736290326015
Homo_sapiens_chr5.trna8-AlaTGC:tRNA	101.0	10013.0	1002.2500000000014	194866.10618091235	819.9583412356583	5:hsa;Homo_sapiens_chr5.trna8-AlaTGC:tRNA,181206868,181206939,+	19505.09886345947	82.07362903260159
Homo_sapiens_chr12.trna13-AlaTGC:tRNA	101.0	10013.0	1002.2500000000014	194866.10618091235	819.9583412356583	5:hsa;Homo_sapiens_chr12.trna13-AlaTGC:tRNA,181206868,181206939,+	19505.09886345947	82.07362903260159
Homo_sapiens_chr5.trna8-AlaTGC:tRNA	101.0	10013.0	1002.2500000000003	194866.10618091235	819.9583412356583	12:hsa;Homo_sapiens_chr5.trna8-AlaTGC:tRNA,124921755,124921826,-	19505.09886345945	82.0736290326015
Homo_sapiens_chr6.trna10-AlaCGC:tRNA	100.0	10007.0	1001.716666666668	194749.33831542893	819.4670049680648	6:hsa;Homo_sapiens_chr6.trna10-AlaCGC:tRNA,26553503,26553574,+	19494.719497638718	82.02995469770437
Homo_sapiens_chr6.trna66-AlaTGC:tRNA	100.0	10007.0	1001.716666666668	194749.33831542893	819.4670049680648	6:hsa;Homo_sapiens_chr6.trna66-AlaTGC:tRNA,28643445,28643516,+	19494.719497638718	82.02995469770437
Homo_sapiens_chr6.trna148-SerTGA:tRNA	145.0	7748.0	258.8414634146337	150786.2369609217	634.4789002191033	6:hsa;Homo_sapiens_chr6.trna148-SerTGA:tRNA,27505828,27505909,-	5037.394196921877	21.196366422098613
Homo_sapiens_chr6.trna51-SerTGA:tRNA	144.0	7701.0	199.1585365853655	149871.55534796824	630.6300994562873	6:hsa;Homo_sapiens_chr6.trna51-SerTGA:tRNA,27545689,27545770,+	3875.8862016457556	16.30896867087361
Homo_sapiens_chr6.trna147-SerAGA:tRNA	144.0	7701.0	199.1585365853657	149871.55534796824	630.6300994562873	6:hsa;Homo_sapiens_chr6.trna147-SerAGA:tRNA,27541775,27541856,-	3875.8862016457597	16.30896867087363
